//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//----------------------------------------------------------
r	251	943	30	30	0	0	45s	100	1	6603
r	221	946	30	30	0	0	45s	100	1	6603
r	167	954	30	30	0	0	45s	100	1	6603
r	167	939	30	30	0	0	45s	100	1	6603
r	162	927	30	30	0	0	45s	100	1	6603
r	177	924	30	30	0	0	45s	100	1	6603
r	181	936	30	30	0	0	45s	100	1	6603
r	141	955	30	30	0	0	45s	100	1	6603
r	132	966	30	30	0	0	45s	100	1	6603
r	129	980	30	30	0	0	45s	100	1	6603
r	112	964	30	30	0	0	45s	100	1	6603
r	129	936	30	30	0	0	45s	100	1	6603
r	125	921	30	30	0	0	45s	100	1	6603
r	122	900	30	30	0	0	45s	100	1	6603
r	113	921	30	30	0	0	45s	100	1	6603
r	108	930	30	30	0	0	45s	100	1	6603
r	97	930	30	30	0	0	45s	100	1	6603
r	115	911	30	30	0	0	45s	100	1	6603
r	108	878	30	30	0	0	45s	100	1	6603
r	106	860	30	30	0	0	45s	100	1	6603
r	101	837	30	30	0	0	45s	100	1	6603
r	100	812	30	30	0	0	45s	100	1	6603
r	99	788	30	30	0	0	45s	100	1	6603
r	96	780	30	30	0	0	45s	100	1	6603
r	85	798	30	30	0	0	45s	100	1	6603
r	83	815	30	30	0	0	45s	100	1	6603
r	87	832	30	30	0	0	45s	100	1	6603
r	86	852	30	30	0	0	45s	100	1	6603
r	86	860	30	30	0	0	45s	100	1	6603
r	101	842	30	30	0	0	45s	100	1	6603
r	149	871	30	30	0	0	45s	100	1	6603
r	148	844	30	30	0	0	45s	100	1	6603
r	154	843	30	30	0	0	45s	100	1	6603
r	169	850	30	30	0	0	45s	100	1	6603
r	187	855	30	30	0	0	45s	100	1	6603
r	196	853	30	30	0	0	45s	100	1	6603
r	203	859	30	30	0	0	45s	100	1	6603
r	213	870	30	30	0	0	45s	100	1	6603
r	224	883	30	30	0	0	45s	100	1	6603
r	225	907	30	30	0	0	45s	100	1	6603
r	196	914	30	30	0	0	45s	100	1	6603
r	166	877	30	30	0	0	45s	100	1	6603
r	167	869	30	30	0	0	45s	100	1	6603
r	158	821	30	30	0	0	45s	100	1	6603
r	139	795	30	30	0	0	45s	100	1	6603
r	135	773	30	30	0	0	45s	100	1	6603
r	155	794	30	30	0	0	45s	100	1	6603
r	178	808	30	30	0	0	45s	100	1	6603
r	199	811	30	30	0	0	45s	100	1	6603
r	209	810	30	30	0	0	45s	100	1	6603
r	196	789	30	30	0	0	45s	100	1	6603
r	180	783	30	30	0	0	45s	100	1	6603
r	168	776	30	30	0	0	45s	100	1	6603
r	154	767	30	30	0	0	45s	100	1	6603
r	139	753	30	30	0	0	45s	100	1	6603
r	133	745	30	30	0	0	45s	100	1	6603
r	129	770	30	30	0	0	45s	100	1	6603
r	133	792	30	30	0	0	45s	100	1	6603
r	151	801	30	30	0	0	45s	100	1	6603
r	145	778	30	30	0	0	45s	100	1	6603
r	185	802	30	30	0	0	45s	100	1	6603
r	88	768	30	30	0	0	45s	100	1	6603
r	91	753	30	30	0	0	45s	100	1	6603
r	85	741	30	30	0	0	45s	100	1	6603
r	82	728	30	30	0	0	45s	100	1	6603
r	82	718	30	30	0	0	45s	100	1	6603
r	84	699	30	30	0	0	45s	100	1	6603
r	85	689	30	30	0	0	45s	100	1	6603
r	86	676	30	30	0	0	45s	100	1	6603
r	86	652	30	30	0	0	45s	100	1	6603
r	107	634	30	30	0	0	45s	100	1	6603
r	104	650	30	30	0	0	45s	100	1	6603
r	107	676	30	30	0	0	45s	100	1	6603
r	111	698	30	30	0	0	45s	100	1	6603
r	114	708	30	30	0	0	45s	100	1	6603
r	121	725	30	30	0	0	45s	100	1	6603
r	139	737	30	30	0	0	45s	100	1	6603
r	149	744	30	30	0	0	45s	100	1	6603
r	157	752	30	30	0	0	45s	100	1	6603
r	161	758	30	30	0	0	45s	100	1	6603
r	112	625	30	30	0	0	45s	100	1	6603
r	116	601	30	30	0	0	45s	100	1	6603
r	118	585	30	30	0	0	45s	100	1	6603
r	123	569	30	30	0	0	45s	100	1	6603
r	127	547	30	30	0	0	45s	100	1	6603
r	128	539	30	30	0	0	45s	100	1	6603
r	128	526	30	30	0	0	45s	100	1	6603
r	104	507	30	30	0	0	45s	100	1	6603
r	99	522	30	30	0	0	45s	100	1	6603
r	96	551	30	30	0	0	45s	100	1	6603
r	96	566	30	30	0	0	45s	100	1	6603
r	96	588	30	30	0	0	45s	100	1	6603
r	93	638	30	30	0	0	45s	100	1	6603
r	92	646	30	30	0	0	45s	100	1	6603
r	130	539	30	30	0	0	45s	100	1	6603
r	136	509	30	30	0	0	45s	100	1	6603
r	135	491	30	30	0	0	45s	100	1	6603
r	146	479	30	30	0	0	45s	100	1	6603
r	152	471	30	30	0	0	45s	100	1	6603
r	141	451	30	30	0	0	45s	100	1	6603
r	144	438	30	30	0	0	45s	100	1	6603
r	153	431	30	30	0	0	45s	100	1	6603
r	159	421	30	30	0	0	45s	100	1	6603
r	159	403	30	30	0	0	45s	100	1	6603
r	167	395	30	30	0	0	45s	100	1	6603
r	166	384	30	30	0	0	45s	100	1	6603
r	162	364	30	30	0	0	45s	100	1	6603
r	146	367	30	30	0	0	45s	100	1	6603
r	138	368	30	30	0	0	45s	100	1	6603
r	142	400	30	30	0	0	45s	100	1	6603
r	139	417	30	30	0	0	45s	100	1	6603
r	137	432	30	30	0	0	45s	100	1	6603
r	152	428	30	30	0	0	45s	100	1	6603
r	168	414	30	30	0	0	45s	100	1	6603
r	169	398	30	30	0	0	45s	100	1	6603
r	178	381	30	30	0	0	45s	100	1	6603
r	175	371	30	30	0	0	45s	100	1	6603
r	150	388	30	30	0	0	45s	100	1	6603
r	143	388	30	30	0	0	45s	100	1	6603
r	126	369	30	30	0	0	45s	100	1	6603
r	94	516	30	30	0	0	45s	100	1	6603
r	84	521	30	30	0	0	45s	100	1	6603
r	84	519	30	30	0	0	45s	100	1	6603
r	103	503	30	30	0	0	45s	100	1	6603
r	105	471	30	30	0	0	45s	100	1	6603
r	101	462	30	30	0	0	45s	100	1	6603
r	100	444	30	30	0	0	45s	100	1	6603
r	91	456	30	30	0	0	45s	100	1	6603
r	112	429	30	30	0	0	45s	100	1	6603
r	107	411	30	30	0	0	45s	100	1	6603
r	100	388	30	30	0	0	45s	100	1	6603
r	93	337	30	30	0	0	45s	100	1	6603
r	88	327	30	30	0	0	45s	100	1	6603
r	89	363	30	30	0	0	45s	100	1	6603
r	94	381	30	30	0	0	45s	100	1	6603
r	100	402	30	30	0	0	45s	100	1	6603
r	102	439	30	30	0	0	45s	100	1	6603
r	102	435	30	30	0	0	45s	100	1	6603
r	103	400	30	30	0	0	45s	100	1	6603
r	99	378	30	30	0	0	45s	100	1	6603
r	92	359	30	30	0	0	45s	100	1	6603
r	84	358	30	30	0	0	45s	100	1	6603
r	81	371	30	30	0	0	45s	100	1	6603
r	117	323	30	30	0	0	45s	100	1	6603
r	113	307	30	30	0	0	45s	100	1	6603
r	113	292	30	30	0	0	45s	100	1	6603
r	113	285	30	30	0	0	45s	100	1	6603
r	85	254	30	30	0	0	45s	100	1	6603
r	85	235	30	30	0	0	45s	100	1	6603
r	84	220	30	30	0	0	45s	100	1	6603
r	85	202	30	30	0	0	45s	100	1	6603
r	84	183	30	30	0	0	45s	100	1	6603
r	81	171	30	30	0	0	45s	100	1	6603
r	78	162	30	30	0	0	45s	100	1	6603
r	89	128	30	30	0	0	45s	100	1	6603
r	104	111	30	30	0	0	45s	100	1	6603
r	105	111	30	30	0	0	45s	100	1	6603
r	101	135	30	30	0	0	45s	100	1	6603
r	90	147	30	30	0	0	45s	100	1	6603
r	88	153	30	30	0	0	45s	100	1	6603
r	86	172	30	30	0	0	45s	100	1	6603
r	88	218	30	30	0	0	45s	100	1	6603
r	81	236	30	30	0	0	45s	100	1	6603
r	118	252	30	30	0	0	45s	100	1	6603
r	119	235	30	30	0	0	45s	100	1	6603
r	114	220	30	30	0	0	45s	100	1	6603
r	110	207	30	30	0	0	45s	100	1	6603
r	109	199	30	30	0	0	45s	100	1	6603
r	107	193	30	30	0	0	45s	100	1	6603
r	107	187	30	30	0	0	45s	100	1	6603
r	76	153	30	30	0	0	45s	100	1	6603
r	74	145	30	30	0	0	45s	100	1	6603
r	70	140	30	30	0	0	45s	100	1	6603
r	75	124	30	30	0	0	45s	100	1	6603
r	81	123	30	30	0	0	45s	100	1	6603
r	106	113	30	30	0	0	45s	100	1	6603
r	123	107	30	30	0	0	45s	100	1	6603
r	141	95	30	30	0	0	45s	100	1	6603
r	155	86	30	30	0	0	45s	100	1	6603
r	166	86	30	30	0	0	45s	100	1	6603
r	181	86	30	30	0	0	45s	100	1	6603
r	156	67	30	30	0	0	45s	100	1	6603
r	144	74	30	30	0	0	45s	100	1	6603
r	135	81	30	30	0	0	45s	100	1	6603
r	116	97	30	30	0	0	45s	100	1	6603
r	154	85	30	30	0	0	45s	100	1	6603
r	180	85	30	30	0	0	45s	100	1	6603
r	192	85	30	30	0	0	45s	100	1	6603
r	207	85	30	30	0	0	45s	100	1	6603
r	236	90	30	30	0	0	45s	100	1	6603
r	245	93	30	30	0	0	45s	100	1	6603
r	253	94	30	30	0	0	45s	100	1	6603
r	267	95	30	30	0	0	45s	100	1	6603
r	294	97	30	30	0	0	45s	100	1	6603
r	302	97	30	30	0	0	45s	100	1	6603
r	318	97	30	30	0	0	45s	100	1	6603
r	337	99	30	30	0	0	45s	100	1	6603
r	373	104	30	30	0	0	45s	100	1	6603
r	388	107	30	30	0	0	45s	100	1	6603
r	402	110	30	30	0	0	45s	100	1	6603
r	418	114	30	30	0	0	45s	100	1	6603
r	450	121	30	30	0	0	45s	100	1	6603
r	460	124	30	30	0	0	45s	100	1	6603
r	470	131	30	30	0	0	45s	100	1	6603
r	457	135	30	30	0	0	45s	100	1	6603
r	431	124	30	30	0	0	45s	100	1	6603
r	414	121	30	30	0	0	45s	100	1	6603
r	385	105	30	30	0	0	45s	100	1	6603
r	377	102	30	30	0	0	45s	100	1	6603
r	361	99	30	30	0	0	45s	100	1	6603
r	342	98	30	30	0	0	45s	100	1	6603
r	325	98	30	30	0	0	45s	100	1	6603
r	278	91	30	30	0	0	45s	100	1	6603
r	265	91	30	30	0	0	45s	100	1	6603
r	222	88	30	30	0	0	45s	100	1	6603
r	212	87	30	30	0	0	45s	100	1	6603
r	202	86	30	30	0	0	45s	100	1	6603
r	116	153	30	30	0	0	45s	100	1	6603
r	133	133	30	30	0	0	45s	100	1	6603
r	146	126	30	30	0	0	45s	100	1	6603
r	170	121	30	30	0	0	45s	100	1	6603
r	190	122	30	30	0	0	45s	100	1	6603
r	203	123	30	30	0	0	45s	100	1	6603
r	211	123	30	30	0	0	45s	100	1	6603
r	232	122	30	30	0	0	45s	100	1	6603
r	240	122	30	30	0	0	45s	100	1	6603
r	248	122	30	30	0	0	45s	100	1	6603
r	261	123	30	30	0	0	45s	100	1	6603
r	267	124	30	30	0	0	45s	100	1	6603
r	279	128	30	30	0	0	45s	100	1	6603
r	285	130	30	30	0	0	45s	100	1	6603
r	291	130	30	30	0	0	45s	100	1	6603
r	296	130	30	30	0	0	45s	100	1	6603
r	307	131	30	30	0	0	45s	100	1	6603
r	319	133	30	30	0	0	45s	100	1	6603
r	329	135	30	30	0	0	45s	100	1	6603
r	339	136	30	30	0	0	45s	100	1	6603
r	357	139	30	30	0	0	45s	100	1	6603
r	376	144	30	30	0	0	45s	100	1	6603
r	391	149	30	30	0	0	45s	100	1	6603
r	405	152	30	30	0	0	45s	100	1	6603
r	439	157	30	30	0	0	45s	100	1	6603
r	454	162	30	30	0	0	45s	100	1	6603
r	451	172	30	30	0	0	45s	100	1	6603
r	435	172	30	30	0	0	45s	100	1	6603
r	416	167	30	30	0	0	45s	100	1	6603
r	377	158	30	30	0	0	45s	100	1	6603
r	376	156	30	30	0	0	45s	100	1	6603
r	370	140	30	30	0	0	45s	100	1	6603
r	360	140	30	30	0	0	45s	100	1	6603
r	131	1103	30	30	0	0	45s	100	1	6603
r	133	1071	30	30	0	0	45s	100	1	6603
r	192	1071	30	30	0	0	45s	100	1	6603
r	181	1024	30	30	0	0	45s	100	1	6603
r	220	490	30	30	0	0	45s	100	1	6602
r	255	493	30	30	0	0	45s	100	1	6602
r	273	495	30	30	0	0	45s	100	1	6602
r	300	496	30	30	0	0	45s	100	1	6602
r	325	498	30	30	0	0	45s	100	1	6602
r	361	502	30	30	0	0	45s	100	1	6602
r	344	523	30	30	0	0	45s	100	1	6602
r	327	524	30	30	0	0	45s	100	1	6602
r	314	524	30	30	0	0	45s	100	1	6602
r	300	522	30	30	0	0	45s	100	1	6602
r	285	520	30	30	0	0	45s	100	1	6602
r	255	520	30	30	0	0	45s	100	1	6602
r	239	522	30	30	0	0	45s	100	1	6602
r	213	521	30	30	0	0	45s	100	1	6602
r	231	494	30	30	0	0	45s	100	1	6602
r	254	494	30	30	0	0	45s	100	1	6602
r	295	493	30	30	0	0	45s	100	1	6602
r	310	496	30	30	0	0	45s	100	1	6602
r	335	523	30	30	0	0	45s	100	1	6602
r	285	521	30	30	0	0	45s	100	1	6602
r	249	519	30	30	0	0	45s	100	1	6602
r	235	524	30	30	0	0	45s	100	1	6602
r	355	531	30	30	0	0	45s	100	1	6602
r	382	533	30	30	0	0	45s	100	1	6602
r	419	523	30	30	0	0	45s	100	1	6602
r	408	515	30	30	0	0	45s	100	1	6602
r	410	489	30	30	0	0	45s	100	1	6602
r	419	466	30	30	0	0	45s	100	1	6602
r	429	461	30	30	0	0	45s	100	1	6602
r	444	468	30	30	0	0	45s	100	1	6602
r	420	442	30	30	0	0	45s	100	1	6602
r	415	434	30	30	0	0	45s	100	1	6602
r	406	444	30	30	0	0	45s	100	1	6602
r	415	455	30	30	0	0	45s	100	1	6602
r	436	449	30	30	0	0	45s	100	1	6602
r	439	448	30	30	0	0	45s	100	1	6602
r	367	501	30	30	0	0	45s	100	1	6602
r	355	501	30	30	0	0	45s	100	1	6602
r	380	477	30	30	0	0	45s	100	1	6602
r	374	465	30	30	0	0	45s	100	1	6602
r	376	434	30	30	0	0	45s	100	1	6602
r	377	427	30	30	0	0	45s	100	1	6602
r	387	411	30	30	0	0	45s	100	1	6602
r	390	400	30	30	0	0	45s	100	1	6602
r	390	391	30	30	0	0	45s	100	1	6602
r	374	400	30	30	0	0	45s	100	1	6602
r	358	387	30	30	0	0	45s	100	1	6602
r	375	377	30	30	0	0	45s	100	1	6602
r	388	377	30	30	0	0	45s	100	1	6602
r	371	363	30	30	0	0	45s	100	1	6602
r	380	351	30	30	0	0	45s	100	1	6602
r	388	345	30	30	0	0	45s	100	1	6602
r	408	345	30	30	0	0	45s	100	1	6602
r	410	330	30	30	0	0	45s	100	1	6602
r	416	321	30	30	0	0	45s	100	1	6602
r	450	337	30	30	0	0	45s	100	1	6602
r	442	360	30	30	0	0	45s	100	1	6602
r	442	377	30	30	0	0	45s	100	1	6602
r	433	393	30	30	0	0	45s	100	1	6602
r	425	407	30	30	0	0	45s	100	1	6602
r	423	417	30	30	0	0	45s	100	1	6602
r	426	428	30	30	0	0	45s	100	1	6602
r	442	414	30	30	0	0	45s	100	1	6602
r	450	406	30	30	0	0	45s	100	1	6602
r	453	405	30	30	0	0	45s	100	1	6602
r	452	395	30	30	0	0	45s	100	1	6602
r	441	381	30	30	0	0	45s	100	1	6602
r	455	371	30	30	0	0	45s	100	1	6602
r	468	375	30	30	0	0	45s	100	1	6602
r	490	365	30	30	0	0	45s	100	1	6602
r	501	362	30	30	0	0	45s	100	1	6602
r	499	381	30	30	0	0	45s	100	1	6602
r	511	392	30	30	0	0	45s	100	1	6602
r	521	395	30	30	0	0	45s	100	1	6602
r	530	400	30	30	0	0	45s	100	1	6602
r	527	413	30	30	0	0	45s	100	1	6602
r	508	406	30	30	0	0	45s	100	1	6602
r	488	351	30	30	0	0	45s	100	1	6602
r	475	338	30	30	0	0	45s	100	1	6602
r	475	324	30	30	0	0	45s	100	1	6602
r	464	309	30	30	0	0	45s	100	1	6602
r	450	298	30	30	0	0	45s	100	1	6602
r	462	289	30	30	0	0	45s	100	1	6602
r	474	268	30	30	0	0	45s	100	1	6602
r	472	249	30	30	0	0	45s	100	1	6602
r	467	241	30	30	0	0	45s	100	1	6602
r	475	220	30	30	0	0	45s	100	1	6602
r	481	199	30	30	0	0	45s	100	1	6602
r	491	188	30	30	0	0	45s	100	1	6602
r	513	185	30	30	0	0	45s	100	1	6602
r	524	181	30	30	0	0	45s	100	1	6602
r	532	174	30	30	0	0	45s	100	1	6602
r	539	170	30	30	0	0	45s	100	1	6602
r	547	168	30	30	0	0	45s	100	1	6602
r	561	166	30	30	0	0	45s	100	1	6602
r	581	164	30	30	0	0	45s	100	1	6602
r	602	160	30	30	0	0	45s	100	1	6602
r	618	156	30	30	0	0	45s	100	1	6602
r	638	152	30	30	0	0	45s	100	1	6602
r	649	152	30	30	0	0	45s	100	1	6602
r	660	157	30	30	0	0	45s	100	1	6602
r	673	169	30	30	0	0	45s	100	1	6602
r	680	175	30	30	0	0	45s	100	1	6602
r	669	120	30	30	0	0	45s	100	1	6602
r	663	113	30	30	0	0	45s	100	1	6602
r	645	102	30	30	0	0	45s	100	1	6602
r	641	94	30	30	0	0	45s	100	1	6602
r	632	94	30	30	0	0	45s	100	1	6602
r	623	104	30	30	0	0	45s	100	1	6602
r	624	113	30	30	0	0	45s	100	1	6602
r	619	124	30	30	0	0	45s	100	1	6602
r	608	127	30	30	0	0	45s	100	1	6602
r	600	127	30	30	0	0	45s	100	1	6602
r	598	112	30	30	0	0	45s	100	1	6602
r	605	104	30	30	0	0	45s	100	1	6602
r	604	95	30	30	0	0	45s	100	1	6602
r	594	91	30	30	0	0	45s	100	1	6602
r	587	100	30	30	0	0	45s	100	1	6602
r	586	113	30	30	0	0	45s	100	1	6602
r	584	122	30	30	0	0	45s	100	1	6602
r	568	130	30	30	0	0	45s	100	1	6602
r	552	128	30	30	0	0	45s	100	1	6602
r	554	114	30	30	0	0	45s	100	1	6602
r	561	103	30	30	0	0	45s	100	1	6602
r	555	94	30	30	0	0	45s	100	1	6602
r	539	93	30	30	0	0	45s	100	1	6602
r	538	111	30	30	0	0	45s	100	1	6602
r	538	122	30	30	0	0	45s	100	1	6602
r	525	137	30	30	0	0	45s	100	1	6602
r	513	146	30	30	0	0	45s	100	1	6602
r	505	145	30	30	0	0	45s	100	1	6602
r	527	108	30	30	0	0	45s	100	1	6602
r	520	98	30	30	0	0	45s	100	1	6602
r	508	106	30	30	0	0	45s	100	1	6602
r	488	139	30	30	0	0	45s	100	1	6602
r	475	148	30	30	0	0	45s	100	1	6602
r	676	105	30	30	0	0	45s	100	1	6602
r	704	106	30	30	0	0	45s	100	1	6602
r	724	110	30	30	0	0	45s	100	1	6602
r	742	111	30	30	0	0	45s	100	1	6602
r	763	113	30	30	0	0	45s	100	1	6602
r	784	116	30	30	0	0	45s	100	1	6602
r	808	124	30	30	0	0	45s	100	1	6602
r	824	134	30	30	0	0	45s	100	1	6602
r	837	144	30	30	0	0	45s	100	1	6602
r	853	149	30	30	0	0	45s	100	1	6602
r	869	151	30	30	0	0	45s	100	1	6602
r	891	164	30	30	0	0	45s	100	1	6602
r	899	176	30	30	0	0	45s	100	1	6602
r	899	185	30	30	0	0	45s	100	1	6602
r	889	189	30	30	0	0	45s	100	1	6602
r	863	190	30	30	0	0	45s	100	1	6602
r	850	190	30	30	0	0	45s	100	1	6602
r	840	188	30	30	0	0	45s	100	1	6602
r	827	186	30	30	0	0	45s	100	1	6602
r	802	181	30	30	0	0	45s	100	1	6602
r	785	180	30	30	0	0	45s	100	1	6602
r	770	180	30	30	0	0	45s	100	1	6602
r	756	182	30	30	0	0	45s	100	1	6602
r	745	182	30	30	0	0	45s	100	1	6602
r	733	173	30	30	0	0	45s	100	1	6602
r	720	160	30	30	0	0	45s	100	1	6602
r	708	140	30	30	0	0	45s	100	1	6602
r	707	133	30	30	0	0	45s	100	1	6602
r	712	130	30	30	0	0	45s	100	1	6602
r	724	132	30	30	0	0	45s	100	1	6602
r	734	143	30	30	0	0	45s	100	1	6602
r	739	154	30	30	0	0	45s	100	1	6602
r	756	158	30	30	0	0	45s	100	1	6602
r	779	146	30	30	0	0	45s	100	1	6602
r	792	142	30	30	0	0	45s	100	1	6602
r	815	145	30	30	0	0	45s	100	1	6602
r	842	155	30	30	0	0	45s	100	1	6602
r	866	159	30	30	0	0	45s	100	1	6602
r	891	167	30	30	0	0	45s	100	1	6602
r	894	171	30	30	0	0	45s	100	1	6602
r	868	178	30	30	0	0	45s	100	1	6602
r	841	177	30	30	0	0	45s	100	1	6602
r	827	170	30	30	0	0	45s	100	1	6602
r	808	163	30	30	0	0	45s	100	1	6602
r	781	151	30	30	0	0	45s	100	1	6602
r	765	152	30	30	0	0	45s	100	1	6602
r	901	219	30	30	0	0	45s	100	1	6602
r	907	235	30	30	0	0	45s	100	1	6602
r	892	252	30	30	0	0	45s	100	1	6602
r	885	261	30	30	0	0	45s	100	1	6602
r	879	272	30	30	0	0	45s	100	1	6602
r	870	282	30	30	0	0	45s	100	1	6602
r	859	292	30	30	0	0	45s	100	1	6602
r	849	302	30	30	0	0	45s	100	1	6602
r	841	312	30	30	0	0	45s	100	1	6602
r	837	326	30	30	0	0	45s	100	1	6602
r	839	343	30	30	0	0	45s	100	1	6602
r	841	350	30	30	0	0	45s	100	1	6602
r	838	356	30	30	0	0	45s	100	1	6602
r	828	357	30	30	0	0	45s	100	1	6602
r	824	351	30	30	0	0	45s	100	1	6602
r	831	334	30	30	0	0	45s	100	1	6602
r	833	331	30	30	0	0	45s	100	1	6602
r	781	363	30	30	0	0	45s	100	1	6602
r	780	355	30	30	0	0	45s	100	1	6602
r	786	348	30	30	0	0	45s	100	1	6602
r	768	344	30	30	0	0	45s	100	1	6602
r	765	342	30	30	0	0	45s	100	1	6602
r	765	323	30	30	0	0	45s	100	1	6602
r	767	322	30	30	0	0	45s	100	1	6602
r	756	309	30	30	0	0	45s	100	1	6602
r	741	301	30	30	0	0	45s	100	1	6602
r	738	294	30	30	0	0	45s	100	1	6602
r	755	297	30	30	0	0	45s	100	1	6602
r	764	309	30	30	0	0	45s	100	1	6602
r	774	317	30	30	0	0	45s	100	1	6602
r	774	313	30	30	0	0	45s	100	1	6602
r	750	294	30	30	0	0	45s	100	1	6602
r	737	283	30	30	0	0	45s	100	1	6602
r	732	265	30	30	0	0	45s	100	1	6602
r	731	248	30	30	0	0	45s	100	1	6602
r	722	232	30	30	0	0	45s	100	1	6602
r	714	223	30	30	0	0	45s	100	1	6602
r	705	209	30	30	0	0	45s	100	1	6602
r	698	195	30	30	0	0	45s	100	1	6602
r	680	180	30	30	0	0	45s	100	1	6602
r	689	201	30	30	0	0	45s	100	1	6602
r	679	232	30	30	0	0	45s	100	1	6602
r	669	235	30	30	0	0	45s	100	1	6602
r	660	242	30	30	0	0	45s	100	1	6602
r	651	256	30	30	0	0	45s	100	1	6602
r	650	271	30	30	0	0	45s	100	1	6602
r	641	290	30	30	0	0	45s	100	1	6602
r	638	293	30	30	0	0	45s	100	1	6602
r	629	297	30	30	0	0	45s	100	1	6602
r	618	302	30	30	0	0	45s	100	1	6602
r	607	309	30	30	0	0	45s	100	1	6602
r	626	294	30	30	0	0	45s	100	1	6602
r	644	261	30	30	0	0	45s	100	1	6602
r	629	284	30	30	0	0	45s	100	1	6602
r	614	323	30	30	0	0	45s	100	1	6602
r	616	326	30	30	0	0	45s	100	1	6602
r	589	316	30	30	0	0	45s	100	1	6602
r	582	319	30	30	0	0	45s	100	1	6602
r	561	323	30	30	0	0	45s	100	1	6602
r	555	333	30	30	0	0	45s	100	1	6602
r	540	344	30	30	0	0	45s	100	1	6602
r	530	347	30	30	0	0	45s	100	1	6602
r	520	352	30	30	0	0	45s	100	1	6602
r	858	249	30	30	0	0	45s	100	1	6602
r	866	229	30	30	0	0	45s	100	1	6602
r	872	220	30	30	0	0	45s	100	1	6602
r	846	221	30	30	0	0	45s	100	1	6602
r	823	212	30	30	0	0	45s	100	1	6602
r	811	207	30	30	0	0	45s	100	1	6602
r	841	222	30	30	0	0	45s	100	1	6602
r	841	236	30	30	0	0	45s	100	1	6602
r	545	442	30	30	0	0	45s	100	1	6601
r	553	431	30	30	0	0	45s	100	1	6601
r	567	420	30	30	0	0	45s	100	1	6601
r	566	436	30	30	0	0	45s	100	1	6601
r	559	451	30	30	0	0	45s	100	1	6601
r	566	461	30	30	0	0	45s	100	1	6601
r	578	454	30	30	0	0	45s	100	1	6601
r	586	437	30	30	0	0	45s	100	1	6601
r	598	428	30	30	0	0	45s	100	1	6601
r	613	424	30	30	0	0	45s	100	1	6601
r	634	421	30	30	0	0	45s	100	1	6601
r	657	417	30	30	0	0	45s	100	1	6601
r	681	414	30	30	0	0	45s	100	1	6601
r	699	417	30	30	0	0	45s	100	1	6601
r	719	424	30	30	0	0	45s	100	1	6601
r	728	438	30	30	0	0	45s	100	1	6601
r	728	450	30	30	0	0	45s	100	1	6601
r	724	459	30	30	0	0	45s	100	1	6601
r	717	467	30	30	0	0	45s	100	1	6601
r	704	477	30	30	0	0	45s	100	1	6601
r	697	494	30	30	0	0	45s	100	1	6601
