//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//----------------------------------------------------------
r	609	550	10	10	0	0	60s	100	1	6401
r	592	595	10	10	0	0	60s	100	1	6401
r	590	686	10	10	0	0	60s	100	1	6401
r	587	725	10	10	0	0	60s	100	1	6401
r	157	605	10	10	0	0	60s	100	1	6401
r	208	607	10	10	0	0	60s	100	1	6401
r	212	640	10	10	0	0	60s	100	1	6401
r	104	451	10	10	0	0	60s	100	1	6401
r	128	455	10	10	0	0	60s	100	1	6401
r	93	419	10	10	0	0	60s	100	1	6401
r	99	328	10	10	0	0	60s	100	1	6401
r	179	283	10	10	0	0	60s	100	1	6401
r	99	376	10	10	0	0	60s	100	1	6401
r	216	267	10	10	0	0	60s	100	1	6401
r	240	251	10	10	0	0	60s	100	1	6401
r	295	300	10	10	0	0	60s	100	1	6401
r	310	344	10	10	0	0	60s	100	1	6401
r	320	407	10	10	0	0	60s	100	1	6401
r	347	427	10	10	0	0	60s	100	1	6401
r	405	431	10	10	0	0	60s	100	1	6401
r	405	411	10	10	0	0	60s	100	1	6401
r	497	356	10	10	0	0	60s	100	1	6401
r	522	344	10	10	0	0	60s	100	1	6401
r	377	140	10	10	0	0	60s	100	1	6401
r	378	107	10	10	0	0	60s	100	1	6401
r	368	142	10	10	0	0	60s	100	1	6401
r	584	99	10	10	0	0	60s	100	1	6401
r	596	87	10	10	0	0	60s	100	1	6401
r	259	237	10	10	0	0	60s	100	1	6401
r	388	899	10	10	0	0	60s	100	1	6401
r	537	518	10	10	0	0	60s	100	1	6401
r	509	364	10	10	0	0	60s	100	1	6401
r	646	387	10	10	0	0	60s	100	1	6401
r	326	445	10	10	0	0	60s	100	1	6401
r	117	443	10	10	0	0	60s	100	1	6401
r	136	605	10	10	0	0	60s	100	1	6401
r	123	633	10	10	0	0	60s	100	1	6401
r	160	684	10	10	0	0	60s	100	1	6401
r	169	613	10	10	0	0	60s	100	1	6401
r	200	725	10	10	0	0	60s	100	1	6401
r	577	103	10	10	0	0	60s	100	1	6401
r	347	121	10	10	0	0	60s	100	1	6401
r	338	180	10	10	0	0	60s	100	1	6401
r	242	267	10	10	0	0	60s	100	1	6401
r	630	407	10	10	0	0	60s	100	1	6401
r	130	561	10	10	0	0	60s	100	1	6401
r	125	526	10	10	0	0	60s	100	1	6401
r	230	664	10	10	0	0	60s	100	1	6401
r	194	646	10	10	0	0	60s	100	1	6401
r	295	818	10	10	0	0	60s	100	1	6401
r	326	886	10	10	0	0	60s	100	1	6401
r	506	540	10	10	0	0	60s	100	1	6401
r	503	518	10	10	0	0	60s	100	1	6401
r	575	563	10	10	0	0	60s	100	1	6401
r	621	583	10	10	0	0	60s	100	1	6401
r	421	403	10	10	0	0	60s	100	1	6401
r	437	364	10	10	0	0	60s	100	1	6401
r	543	352	10	10	0	0	60s	100	1	6401
r	474	421	10	10	0	0	60s	100	1	6401
r	304	463	10	10	0	0	60s	100	1	6401
r	320	332	10	10	0	0	60s	100	1	6401
r	215	271	10	10	0	0	60s	100	1	6401
r	259	235	10	10	0	0	60s	100	1	6401
r	387	150	10	10	0	0	60s	100	1	6401
r	365	125	10	10	0	0	60s	100	1	6401
r	479	77	10	10	0	0	60s	100	1	6401
r	428	91	10	10	0	0	60s	100	1	6401
r	534	73	10	10	0	0	60s	100	1	6401
r	568	93	10	10	0	0	60s	100	1	6401
r	90	253	10	10	0	0	60s	100	1	6401
r	89	281	10	10	0	0	60s	100	1	6401
r	617	356	10	10	0	0	60s	100	1	6401
r	549	724	10	10	0	0	60s	100	1	6401
r	586	771	10	10	0	0	60s	100	1	6401
r	586	619	10	10	0	0	60s	100	1	6401
r	599	615	10	10	0	0	60s	100	1	6401
r	565	520	10	10	0	0	60s	100	1	6401
r	633	563	10	10	0	0	60s	100	1	6401
r	620	439	10	10	0	0	60s	100	1	6401
r	654	403	10	10	0	0	60s	100	1	6401
r	512	348	10	10	0	0	60s	100	1	6401
r	402	395	10	10	0	0	60s	100	1	6401
r	323	364	10	10	0	0	60s	100	1	6401
r	261	490	10	10	0	0	60s	100	1	6401
r	239	486	10	10	0	0	60s	100	1	6401
r	271	482	10	10	0	0	60s	100	1	6401
r	130	459	10	10	0	0	60s	100	1	6401
r	129	633	10	10	0	0	60s	100	1	6401
r	132	674	10	10	0	0	60s	100	1	6401
r	205	654	10	10	0	0	60s	100	1	6401
r	102	306	10	10	0	0	60s	100	1	6401
r	237	253	10	10	0	0	60s	100	1	6401
r	360	164	10	10	0	0	60s	100	1	6401
r	403	125	10	10	0	0	60s	100	1	6401
r	589	121	10	10	0	0	60s	100	1	6401
r	602	87	10	10	0	0	60s	100	1	6401
