//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//----------------------------------------------------------
r	716	381	10	10	0	0	45s	100	1	7105
r	711	387	10	10	0	0	45s	100	1	7105
r	707	398	10	10	0	0	45s	100	1	7105
r	710	411	10	10	0	0	45s	100	1	7105
r	717	422	10	10	0	0	45s	100	1	7105
r	714	435	10	10	0	0	45s	100	1	7105
r	711	444	10	10	0	0	45s	100	1	7105
r	717	462	10	10	0	0	45s	100	1	7105
r	721	472	10	10	0	0	45s	100	1	7105
r	713	488	10	10	0	0	45s	100	1	7105
r	705	495	10	10	0	0	45s	100	1	7105
r	705	502	10	10	0	0	45s	100	1	7105
r	713	518	10	10	0	0	45s	100	1	7105
r	711	536	10	10	0	0	45s	100	1	7105
r	705	545	10	10	0	0	45s	100	1	7105
r	709	554	10	10	0	0	45s	100	1	7105
r	716	567	10	10	0	0	45s	100	1	7105
r	712	574	10	10	0	0	45s	100	1	7105
r	707	579	10	10	0	0	45s	100	1	7105
r	706	592	10	10	0	0	45s	100	1	7105
r	713	604	10	10	0	0	45s	100	1	7105
r	710	624	10	10	0	0	45s	100	1	7105
r	710	633	10	10	0	0	45s	100	1	7105
r	716	641	10	10	0	0	45s	100	1	7105
r	719	644	10	10	0	0	45s	100	1	7105
r	711	659	10	10	0	0	45s	100	1	7105
r	708	665	10	10	0	0	45s	100	1	7105
r	709	674	10	10	0	0	45s	100	1	7105
r	712	677	10	10	0	0	45s	100	1	7105
r	714	684	10	10	0	0	45s	100	1	7105
r	712	697	10	10	0	0	45s	100	1	7105
r	709	711	10	10	0	0	45s	100	1	7105
r	708	716	10	10	0	0	45s	100	1	7105
r	713	714	10	10	0	0	45s	100	1	7105
r	717	714	10	10	0	0	45s	100	1	7105
r	715	726	10	10	0	0	45s	100	1	7105
r	704	736	10	10	0	0	45s	100	1	7105
r	706	744	10	10	0	0	45s	100	1	7105
r	720	752	10	10	0	0	45s	100	1	7105
r	711	762	10	10	0	0	45s	100	1	7105
r	709	766	10	10	0	0	45s	100	1	7105
r	714	799	10	10	0	0	45s	100	1	7105
r	701	822	10	10	0	0	45s	100	1	7105
r	691	835	10	10	0	0	45s	100	1	7105
r	677	840	10	10	0	0	45s	100	1	7105
r	669	850	10	10	0	0	45s	100	1	7105
r	675	867	10	10	0	0	45s	100	1	7105
r	681	875	10	10	0	0	45s	100	1	7105
r	698	878	10	10	0	0	45s	100	1	7105
r	686	892	10	10	0	0	45s	100	1	7105
r	686	892	10	10	0	0	45s	100	1	7105
r	703	893	10	10	0	0	45s	100	1	7105
r	724	893	10	10	0	0	45s	100	1	7105
r	739	896	10	10	0	0	45s	100	1	7105
r	746	891	10	10	0	0	45s	100	1	7105
r	745	881	10	10	0	0	45s	100	1	7105
r	741	857	10	10	0	0	45s	100	1	7105
r	741	847	10	10	0	0	45s	100	1	7105
r	735	840	10	10	0	0	45s	100	1	7105
r	704	845	10	10	0	0	45s	100	1	7105
r	691	856	10	10	0	0	45s	100	1	7105
r	692	862	10	10	0	0	45s	100	1	7105
r	711	865	10	10	0	0	45s	100	1	7105
r	729	861	10	10	0	0	45s	100	1	7105
r	724	846	10	10	0	0	45s	100	1	7105
r	714	841	10	10	0	0	45s	100	1	7105
r	712	837	10	10	0	0	45s	100	1	7105
r	671	866	10	10	0	0	45s	100	1	7105
r	667	866	10	10	0	0	45s	100	1	7105
r	643	866	10	10	0	0	45s	100	1	7105
r	632	865	10	10	0	0	45s	100	1	7105
r	607	865	10	10	0	0	45s	100	1	7105
r	598	867	10	10	0	0	45s	100	1	7105
r	578	869	10	10	0	0	45s	100	1	7105
r	570	869	10	10	0	0	45s	100	1	7105
r	557	866	10	10	0	0	45s	100	1	7105
r	551	860	10	10	0	0	45s	100	1	7105
r	551	846	10	10	0	0	45s	100	1	7105
r	549	836	10	10	0	0	45s	100	1	7105
r	547	827	10	10	0	0	45s	100	1	7105
r	550	816	10	10	0	0	45s	100	1	7105
r	554	808	10	10	0	0	45s	100	1	7105
r	547	796	10	10	0	0	45s	100	1	7105
r	547	784	10	10	0	0	45s	100	1	7105
r	551	776	10	10	0	0	45s	100	1	7105
r	548	767	10	10	0	0	45s	100	1	7105
r	548	745	10	10	0	0	45s	100	1	7105
r	548	738	10	10	0	0	45s	100	1	7105
r	554	719	10	10	0	0	45s	100	1	7105
r	556	704	10	10	0	0	45s	100	1	7105
r	552	698	10	10	0	0	45s	100	1	7105
r	548	682	10	10	0	0	45s	100	1	7105
r	548	667	10	10	0	0	45s	100	1	7105
r	549	654	10	10	0	0	45s	100	1	7105
r	555	637	10	10	0	0	45s	100	1	7105
r	558	629	10	10	0	0	45s	100	1	7105
r	569	625	10	10	0	0	45s	100	1	7105
r	589	625	10	10	0	0	45s	100	1	7105
r	608	622	10	10	0	0	45s	100	1	7105
r	623	622	10	10	0	0	45s	100	1	7105
r	633	622	10	10	0	0	45s	100	1	7105
r	636	642	10	10	0	0	45s	100	1	7105
r	632	654	10	10	0	0	45s	100	1	7105
r	632	671	10	10	0	0	45s	100	1	7105
r	633	685	10	10	0	0	45s	100	1	7105
r	638	695	10	10	0	0	45s	100	1	7105
r	636	717	10	10	0	0	45s	100	1	7105
r	634	724	10	10	0	0	45s	100	1	7105
r	646	710	10	10	0	0	45s	100	1	7105
r	642	701	10	10	0	0	45s	100	1	7105
r	640	657	10	10	0	0	45s	100	1	7105
r	642	646	10	10	0	0	45s	100	1	7105
r	643	631	10	10	0	0	45s	100	1	7105
r	628	623	10	10	0	0	45s	100	1	7105
r	607	621	10	10	0	0	45s	100	1	7105
r	585	628	10	10	0	0	45s	100	1	7105
r	553	619	10	10	0	0	45s	100	1	7105
r	549	619	10	10	0	0	45s	100	1	7105
r	545	635	10	10	0	0	45s	100	1	7105
r	545	661	10	10	0	0	45s	100	1	7105
r	177	668	10	10	0	0	45s	100	1	7105
r	191	668	10	10	0	0	45s	100	1	7105
r	201	668	10	10	0	0	45s	100	1	7105
r	218	667	10	10	0	0	45s	100	1	7105
r	236	669	10	10	0	0	45s	100	1	7105
r	258	674	10	10	0	0	45s	100	1	7105
r	262	674	10	10	0	0	45s	100	1	7105
r	203	681	10	10	0	0	45s	100	1	7105
r	190	679	10	10	0	0	45s	100	1	7105
r	231	675	10	10	0	0	45s	100	1	7105
r	247	674	10	10	0	0	45s	100	1	7105
r	270	676	10	10	0	0	45s	100	1	7105
r	292	669	10	10	0	0	45s	100	1	7105
r	309	668	10	10	0	0	45s	100	1	7105
r	326	668	10	10	0	0	45s	100	1	7105
r	347	672	10	10	0	0	45s	100	1	7105
r	383	668	10	10	0	0	45s	100	1	7105
r	408	661	10	10	0	0	45s	100	1	7105
r	416	666	10	10	0	0	45s	100	1	7105
r	417	673	10	10	0	0	45s	100	1	7105
r	388	673	10	10	0	0	45s	100	1	7105
r	346	673	10	10	0	0	45s	100	1	7105
r	291	674	10	10	0	0	45s	100	1	7105
r	289	674	10	10	0	0	45s	100	1	7105
r	391	674	10	10	0	0	45s	100	1	7105
r	407	665	10	10	0	0	45s	100	1	7105
r	409	632	10	10	0	0	45s	100	1	7105
r	408	623	10	10	0	0	45s	100	1	7105
r	423	612	10	10	0	0	45s	100	1	7105
r	413	594	10	10	0	0	45s	100	1	7105
r	414	587	10	10	0	0	45s	100	1	7105
r	418	568	10	10	0	0	45s	100	1	7105
r	419	565	10	10	0	0	45s	100	1	7105
r	419	552	10	10	0	0	45s	100	1	7105
r	415	549	10	10	0	0	45s	100	1	7105
r	422	534	10	10	0	0	45s	100	1	7105
r	414	527	10	10	0	0	45s	100	1	7105
r	424	514	10	10	0	0	45s	100	1	7105
r	412	501	10	10	0	0	45s	100	1	7105
r	422	487	10	10	0	0	45s	100	1	7105
r	410	475	10	10	0	0	45s	100	1	7105
r	419	461	10	10	0	0	45s	100	1	7105
r	424	449	10	10	0	0	45s	100	1	7105
r	439	452	10	10	0	0	45s	100	1	7105
r	445	439	10	10	0	0	45s	100	1	7105
r	447	419	10	10	0	0	45s	100	1	7105
r	446	411	10	10	0	0	45s	100	1	7105
r	442	400	10	10	0	0	45s	100	1	7105
r	441	398	10	10	0	0	45s	100	1	7105
r	432	394	10	10	0	0	45s	100	1	7105
r	411	396	10	10	0	0	45s	100	1	7105
r	402	401	10	10	0	0	45s	100	1	7105
r	394	408	10	10	0	0	45s	100	1	7105
r	391	428	10	10	0	0	45s	100	1	7105
r	392	437	10	10	0	0	45s	100	1	7105
r	396	446	10	10	0	0	45s	100	1	7105
r	412	447	10	10	0	0	45s	100	1	7105
r	413	438	10	10	0	0	45s	100	1	7105
r	429	419	10	10	0	0	45s	100	1	7105
r	430	413	10	10	0	0	45s	100	1	7105
r	411	413	10	10	0	0	45s	100	1	7105
r	406	427	10	10	0	0	45s	100	1	7105
r	397	423	10	10	0	0	45s	100	1	7105
r	396	403	10	10	0	0	45s	100	1	7105
r	380	419	10	10	0	0	45s	100	1	7105
r	175	726	10	10	0	0	45s	100	1	7105
r	194	723	10	10	0	0	45s	100	1	7105
r	209	723	10	10	0	0	45s	100	1	7105
r	182	737	10	10	0	0	45s	100	1	7105
r	188	738	10	10	0	0	45s	100	1	7105
r	229	729	10	10	0	0	45s	100	1	7105
r	244	729	10	10	0	0	45s	100	1	7105
r	274	724	10	10	0	0	45s	100	1	7105
r	298	720	10	10	0	0	45s	100	1	7105
r	315	720	10	10	0	0	45s	100	1	7105
r	341	725	10	10	0	0	45s	100	1	7105
r	371	729	10	10	0	0	45s	100	1	7105
r	360	733	10	10	0	0	45s	100	1	7105
r	337	733	10	10	0	0	45s	100	1	7105
r	304	733	10	10	0	0	45s	100	1	7105
r	283	734	10	10	0	0	45s	100	1	7105
r	252	734	10	10	0	0	45s	100	1	7105
r	315	736	10	10	0	0	45s	100	1	7105
r	351	732	10	10	0	0	45s	100	1	7105
r	368	728	10	10	0	0	45s	100	1	7105
r	408	721	10	10	0	0	45s	100	1	7105
r	432	724	10	10	0	0	45s	100	1	7105
r	446	726	10	10	0	0	45s	100	1	7105
r	460	728	10	10	0	0	45s	100	1	7105
r	463	730	10	10	0	0	45s	100	1	7105
r	441	736	10	10	0	0	45s	100	1	7105
r	416	736	10	10	0	0	45s	100	1	7105
r	394	736	10	10	0	0	45s	100	1	7105
r	446	738	10	10	0	0	45s	100	1	7105
r	459	751	10	10	0	0	45s	100	1	7105
r	463	761	10	10	0	0	45s	100	1	7105
r	453	774	10	10	0	0	45s	100	1	7105
r	461	787	10	10	0	0	45s	100	1	7105
r	472	797	10	10	0	0	45s	100	1	7105
r	474	815	10	10	0	0	45s	100	1	7105
r	465	826	10	10	0	0	45s	100	1	7105
r	459	831	10	10	0	0	45s	100	1	7105
r	460	790	10	10	0	0	45s	100	1	7105
r	457	807	10	10	0	0	45s	100	1	7105
r	460	824	10	10	0	0	45s	100	1	7105
r	466	840	10	10	0	0	45s	100	1	7105
r	466	845	10	10	0	0	45s	100	1	7105
r	454	855	10	10	0	0	45s	100	1	7105
r	462	875	10	10	0	0	45s	100	1	7105
r	461	887	10	10	0	0	45s	100	1	7105
r	462	896	10	10	0	0	45s	100	1	7105
r	466	902	10	10	0	0	45s	100	1	7105
r	461	913	10	10	0	0	45s	100	1	7105
r	458	931	10	10	0	0	45s	100	1	7105
r	463	938	10	10	0	0	45s	100	1	7105
r	456	970	10	10	0	0	45s	100	1	7105
r	460	982	10	10	0	0	45s	100	1	7105
r	432	994	10	10	0	0	45s	100	1	7105
r	427	1001	10	10	0	0	45s	100	1	7105
r	425	1019	10	10	0	0	45s	100	1	7105
r	431	1039	10	10	0	0	45s	100	1	7105
r	437	1048	10	10	0	0	45s	100	1	7105
r	454	1051	10	10	0	0	45s	100	1	7105
r	474	1048	10	10	0	0	45s	100	1	7105
r	492	1046	10	10	0	0	45s	100	1	7105
r	497	1019	10	10	0	0	45s	100	1	7105
r	487	1009	10	10	0	0	45s	100	1	7105
r	477	1004	10	10	0	0	45s	100	1	7105
r	448	1006	10	10	0	0	45s	100	1	7105
r	444	1011	10	10	0	0	45s	100	1	7105
r	439	1024	10	10	0	0	45s	100	1	7105
r	458	1029	10	10	0	0	45s	100	1	7105
r	471	1031	10	10	0	0	45s	100	1	7105
r	485	1019	10	10	0	0	45s	100	1	7105
r	470	1008	10	10	0	0	45s	100	1	7105
r	463	1015	10	10	0	0	45s	100	1	7105
r	463	1042	10	10	0	0	45s	100	1	7105
r	432	1053	10	10	0	0	45s	100	1	7105
r	326	757	10	10	0	0	45s	100	1	7105
r	335	752	10	10	0	0	45s	100	1	7105
r	332	769	10	10	0	0	45s	100	1	7105
r	326	779	10	10	0	0	45s	100	1	7105
r	324	794	10	10	0	0	45s	100	1	7105
r	333	804	10	10	0	0	45s	100	1	7105
r	333	810	10	10	0	0	45s	100	1	7105
r	323	823	10	10	0	0	45s	100	1	7105
r	323	832	10	10	0	0	45s	100	1	7105
r	336	847	10	10	0	0	45s	100	1	7105
r	330	860	10	10	0	0	45s	100	1	7105
r	323	871	10	10	0	0	45s	100	1	7105
r	322	879	10	10	0	0	45s	100	1	7105
r	330	897	10	10	0	0	45s	100	1	7105
r	331	906	10	10	0	0	45s	100	1	7105
r	322	919	10	10	0	0	45s	100	1	7105
r	325	925	10	10	0	0	45s	100	1	7105
r	332	930	10	10	0	0	45s	100	1	7105
r	333	941	10	10	0	0	45s	100	1	7105
r	325	952	10	10	0	0	45s	100	1	7105
r	319	959	10	10	0	0	45s	100	1	7105
r	319	966	10	10	0	0	45s	100	1	7105
r	329	989	10	10	0	0	45s	100	1	7105
r	327	998	10	10	0	0	45s	100	1	7105
r	322	1006	10	10	0	0	45s	100	1	7105
r	320	1011	10	10	0	0	45s	100	1	7105
r	328	1017	10	10	0	0	45s	100	1	7105
r	342	1024	10	10	0	0	45s	100	1	7105
r	361	1026	10	10	0	0	45s	100	1	7105
r	384	1026	10	10	0	0	45s	100	1	7105
r	401	1025	10	10	0	0	45s	100	1	7105
r	417	1024	10	10	0	0	45s	100	1	7105
r	353	1026	10	10	0	0	45s	100	1	7105
r	338	1027	10	10	0	0	45s	100	1	7105
r	314	1027	10	10	0	0	45s	100	1	7105
