	17	12267	1	10
	18	12397	1	10
	19	12537	1	10
	20	12677	1	10
	21	51562	3	35
	22	51563	3	35
	23	51564	3	35
	24	51565	3	35
	25	51566	3	35
	26	51567	3	35
	27	51568	3	35
	28	71015	1	20
	29	71016	1	20
	30	71017	1	20
	31	70063	3	45
	32	70064	3	75
}				
Group	Cofre_Reina_AraÃ±a			
{				
	Vnum	50077		
	1	25041	1	30
	2	127	1	25
	3	3117	1	25
	4	1087	1	25
	5	2117	1	25
	6	5077	1	25
	7	7117	1	25
	8	11252	1	35
	9	11452	1	35
	10	11652	1	35
	11	11852	1	35
	12	15147	1	20
	13	15127	1	20
	14	15107	1	20
	15	15087	1	20
	16	12247	1	10
	17	12387	1	10
	18	12527	1	10
	19	12667	1	10
	20	51562	3	35
	21	51563	3	35
	22	51564	3	35
	23	51565	3	35
	24	51566	3	35
	25	51567	3	35
	26	51568	3	35
	27	71015	1	20
	28	71016	1	20
	29	71017	1	20
	30	70063	3	45
	31	70064	3	75
}				
Group	Cofre_Tigre_Fants			
{				
	Vnum	50073		
	1	25041	1	30
	2	167	1	25
	3	3147	1	25
	4	1117	1	25
	5	2137	1	25
	6	5097	1	25
	7	7137	1	25
	8	11282	1	35
	9	11482	1	35
	10	11682	1	35
	11	11882	1	35
	12	15167	1	35
	13	15187	1	35
	14	15207	1	35
	15	15227	1	35
	16	13067	1	20
	17	13087	1	20
	18	13107	1	20
	19	13127	1	20
	20	12267	1	10
	21	12397	1	10
	22	12537	1	10
	23	12677	1	10
	24	51562	3	35
	25	51563	3	35
	26	51564	3	35
	27	51565	3	35
	28	51566	3	35
	29	51567	3	35
	30	51568	3	35
	31	71015	1	20
	32	71016	1	20
	33	71017	1	20
	34	70063	3	45
	35	70064	3	75
}				
Group	Cofre_Nueve_Colas			
{				
	Vnum	50074		
	1	25041	1	30
	2	167	1	25
	3	3147	1	25
	4	1117	1	25
	5	2137	1	25
	6	5097	1	25
	7	7137	1	25
	8	11282	1	35
	9	11482	1	35
	10	11682	1	35
	11	11882	1	35
	12	15167	1	35
	13	15187	1	35
	14	15207	1	35
	15	15227	1	35
	16	13067	1	20
	17	13087	1	20
	18	13107	1	20
	19	13127	1	20
	20	12267	1	10
	21	12397	1	10
	22	12537	1	10
	23	12677	1	10
	24	51562	3	35
	25	51563	3	35
	26	51564	3	35
	27	51565	3	35
	28	51566	3	35
	29	51567	3	35
	30	51568	3	35
	31	71015	1	20
	32	71016	1	20
	33	71017	1	20
	34	70063	3	45
	35	70064	3	75
}				
Group	Cofre_Rey_Llama			
{				
	Vnum	50075		
	1	25041	1	30
	2	167	1	25
	3	3147	1	25
	4	1117	1	25
	5	2137	1	25
	6	5097	1	25
	7	7137	1	25
	8	11282	1	35
	9	11482	1	35
	10	11682	1	35
	11	11882	1	35
	12	15167	1	35
	13	15187	1	35
	14	15207	1	35
	15	15227	1	35
	16	13067	1	20
	17	13087	1	20
	18	13107	1	20
	19	13127	1	20
	20	12267	1	10
	21	12397	1	10
	22	12537	1	10
	23	12677	1	10
	24	51562	3	35
	25	51563	3	35
	26	51564	3	35
	27	51565	3	35
	28	51566	3	35
	29	51567	3	35
	30	51568	3	35
	31	71015	1	20
	32	71016	1	20
	33	71017	1	20
	34	70063	3	45
	35	70064	3	75
}				
Group	Cofre_Jefe_Ogro			
{				
	Vnum	50078		
	1	25041	1	30
	2	11292	1	35
	3	11492	1	35
	4	11692	1	35
	5	11892	1	35
	6	15167	1	35
	7	15187	1	35
	8	15207	1	35
	9	15227	1	35
	10	13067	1	20
	11	13087	1	20
	12	13107	1	20
	13	13127	1	20
	14	12267	1	10
	15	12397	1	10
	16	12537	1	10
	17	12677	1	10
	18	51562	3	35
	19	51563	3	35
	20	51564	3	35
	21	51565	3	35
	22	51566	3	35
	23	51567	3	35
	24	51568	3	35
	25	71015	1	20
	26	71016	1	20
	27	71017	1	20
	28	70063	3	45
	29	70064	3	75
}				
Group	Cofre_Arbol_Fants			
{				
	Vnum	50079		
	1	25041	1	30
	2	11292	1	35
	3	11492	1	35
	4	11692	1	35
	5	11892	1	35
	6	15167	1	35
	7	15187	1	35
	8	15207	1	35
	9	15227	1	35
	10	13067	1	20
	11	13087	1	20
	12	13107	1	20
	13	13127	1	20
	14	12267	1	10
	15	12397	1	10
	16	12537	1	10
	17	12677	1	10
	18	51562	3	35
	19	51563	3	35
	20	51564	3	35
	21	51565	3	35
	22	51566	3	35
	23	51567	3	35
	24	51568	3	35
	25	71015	1	20
	26	71016	1	20
	27	71017	1	20
	28	70063	3	45
	29	70064	3	75
}	30			
Group	Cofre_Bruja_de_Hielo			
{				
	Vnum	50081		
	1	25041	1	30
	2	182	1	25
	3	3162	1	25
	4	1132	1	25
	5	2172	1	25
	6	5122	1	25
	7	7182	1	25
	8	11292	1	35
	9	11492	1	35
	10	11692	1	35
	11	11892	1	35
	12	15167	1	35
	13	15187	1	35
	14	15207	1	35
	15	15227	1	35
	16	13067	1	20
	17	13087	1	20
	18	13107	1	20
	19	13127	1	20
	20	12267	1	10
	21	12397	1	10
	22	12537	1	10
	23	12677	1	10
	24	51562	3	35
	25	51563	3	35
	26	51564	3	35
	27	51565	3	35
	28	51566	3	35
	29	51567	3	35
	30	51568	3	35
	31	71015	1	20
	32	71016	1	20
	33	71017	1	20
	34	70063	3	45
	35	70064	3	75
}				
Group	Cofre_General_Yonghan			
{				
	Vnum	50082		
	1	25041	1	30
	2	182	1	25
	3	3162	1	25
	4	1132	1	25	7
	5	2172	1	25
	6	5122	1	25
	7	7182	1	25
	8	11292	1	35
	9	11492	1	35
	10	11692	1	35
	11	11892	1	35
	12	15167	1	35
	13	15187	1	35
	14	15207	1	35
	15	15227	1	35
	16	13067	1	20
	17	13087	1	20
	18	13107	1	20
	19	13127	1	20
	20	12267	1	10
	21	12397	1	10
	22	12537	1	10
	23	12677	1	10
	24	51562	5	35
	25	51563	5	35
	26	51564	5	35
	27	51565	5	35
	28	51566	5	35
	29	51567	5	35
	30	51568	5	35
	31	71015	1	20
	32	71016	1	20
	33	71017	1	20
	34	70063	3	45
	35	70064	3	75
}				
Group	Caja_de_Madera_Podrida			
{				
	Vnum	50124		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Caja_del_Jinunggyi			
{				
	Vnum	50109		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Caja_del_Templo			
{				
	Vnum	50110		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Caja_del_Sagyi			
{				
	Vnum	50111		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Caja_del_Aurumryu			
{				
	Vnum	50112		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Caja_del_Gyimok			
{				
	Vnum	50113		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Caja_del_Tugyi			
{				
	Vnum	50114		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Caja_del_Bosque			
{				
	Vnum	50115		
	1	25041	1	100
	2	72308	1	100
	3	27987	3	100
	4	70063	3	150
	5	70064	3	150
	6	39004	5	100
	7	71094	3	100
	8	71001	3	100
	9	71109	1	100
}				
Group	Cor_Draconis			
{				
	Vnum	51503		
	1	110000	1	150
	2	120000	1	150
	3	130000	1	150
	4	140000	1	150
	5	150000	1	150
	6	160000	1	150
	7	100300	1	100
}				
Group	Cor_Diamas			
{				
	Vnum	51511		
	1	110000	1	275
	2	110100	1	250
	3	110200	1	150
	4	110300	1	125
	5	110400	1	100
	6	100300	1	100
}				
Group	Cor_Rubinum			
{				
	Vnum	51512		
	1	120000	1	275
	2	120100	1	250
	3	120200	1	150
	4	120300	1	125
	5	120400	1	100
	6	100300	1	100
}				
Group	Cor_Jadeit			
{				
	Vnum	51513		
	1	130000	1	275
	2	130100	1	250
	3	130200	1	150
	4	130300	1	125
	5	130400	1	100
	6	100300	1	100
}				
Group	Cor_Saphirum			
{				
	Vnum	51514		
	1	140000	1	275
	2	140100	1	250
	3	140200	1	150
	4	140300	1	125
	5	140400	1	100
	6	100300	1	100
}				
Group	Cor_Granatum			
{				
	Vnum	51515		
	1	150000	1	275
	2	150100	1	250
	3	150200	1	150
	4	150300	1	125
	5	150400	1	100
	6	100300	1	100
}				
Group	Cor_Atrum			
{				
	Vnum	51516		
	1	160000	1	275
	2	160100	1	250
	3	160200	1	150
	4	160300	1	125
	5	160400	1	100
	6	100300	1	100
}				
Group	Cor_Draconis+			
{				
	Vnum	51541		
	1	111000	1	150
	2	121000	1	150
	3	131000	1	150
	4	141000	1	150
	5	151000	1	150
	6	161000	1	150
	7	100400	1	100
}				
Group	Cor_Diamas+			
{				
	Vnum	51542		
	1	111000	1	275
	2	111100	1	250
	3	111200	1	150
	4	111300	1	125
	5	111400	1	100
	6	100400	1	100
}				
Group	Cor_Rubinum+			
{				
	Vnum	51543		
	1	121000	1	275
	2	121100	1	250
	3	121200	1	150
	4	121300	1	125
	5	121400	1	100
	6	100400	1	100
}				
Group	Cor_Jadeit+			
{				
	Vnum	51544		
	1	131000	1	275
	2	131100	1	250
	3	131200	1	150
	4	131300	1	125
	5	131400	1	100
	6	100400	1	100
}				
Group	Cor_Saphirum+			
{				
	Vnum	51545		
	1	141000	1	275
	2	141100	1	250
	3	141200	1	150
	4	141300	1	125
	5	141400	1	100
	6	100400	1	100
}				
Group	Cor_Granatum+			
{				
	Vnum	51546		
	1	151000	1	275
	2	151100	1	250
	3	151200	1	150
	4	151300	1	125
	5	151400	1	100
	6	100400	1	100
}				
Group	Cor_Atrum+			
{				
	Vnum	51547		
	1	161000	1	275
	2	161100	1	250
	3	161200	1	150
	4	161300	1	125
	5	161400	1	100
	6	100400	1	100
}				
Group	Cor_Draconis++			
{				
	Vnum	51562		
	1	112000	1	150
	2	122000	1	150
	3	132000	1	150
	4	142000	1	150
	5	152000	1	150
	6	162000	1	150
	7	100400	1	100
}				
Group	Cor_Diamas++			
{				
	Vnum	51563		
	1	112000	1	275
	2	112100	1	250
	3	112200	1	150
	4	112300	1	125
	5	112400	1	100
	6	100500	1	100
}				
Group	Cor_Rubinum++			
{				
	Vnum	51564		
	1	122000	1	275
	2	122100	1	250
	3	122200	1	150
	4	122300	1	125
	5	122400	1	100
	6	100500	1	100
}				
Group	Cor_Jadeit++			
{				
	Vnum	51565		
	1	132000	1	275
	2	132100	1	250
	3	132200	1	150
	4	132300	1	125
	5	132400	1	100
	6	100500	1	100
}				
Group	Cor_Saphirum++			
{				
	Vnum	51566		
	1	142000	1	275
	2	142100	1	250
	3	142200	1	150
	4	142300	1	125
	5	142400	1	100
	6	100500	1	100
}				
Group	Cor_Granatum++			
{				
	Vnum	51567		
	1	152000	1	275
	2	152100	1	250
	3	152200	1	150
	4	152300	1	125
	5	152400	1	100
	6	100500	1	100
}				
Group	Cor_Atrum++			
{				
	Vnum	51568		
	1	162000	1	275
	2	162100	1	250
	3	162200	1	150
	4	162300	1	125
	5	162400	1	100
	6	100500	1	100
}				
Group	Caja_Tesoro_Plateada			
{				
	Vnum	50007		
	1	30027	4	5
	2	30053	4	5
	3	30010	4	5
	4	30034	4	5
	5	30041	4	5
	6	30032	4	5
	7	30046	4	5
	8	30022	4	5
	9	30007	4	5
	10	30008	4	5
	11	30006	4	5
	12	30047	4	5
	13	30051	4	5
	14	30016	4	5
	15	30015	4	5
	16	30009	4	5
	17	30039	4	5
	18	30048	4	5
	19	30014	4	5
	20	30050	4	5
}				
Group	Caja_Tesoro_Plateada+			
{				
	Vnum	50013		
	1	30070	4	5
	2	30072	4	5
	3	30071	4	5
	4	30073	4	5
	5	30075	4	5
	6	30074	4	5
	7	30081	4	5
	8	30082	4	5
	9	30076	4	5
	10	30078	4	5
	11	30077	4	5
	12	30080	4	5
	13	30079	4	5
	14	30087	4	5
	15	30086	4	5
	16	30083	4	5
	17	30085	4	5
	18	30088	4	5
	19	30089	4	5
	20	30090	4	5
}				
Group	Caja_Tesoro_Dorada			
{				
	Vnum	50006		
	1	30027	8	5
	2	30053	8	5
	3	30010	8	5
	4	30034	8	5
	5	30041	8	5
	6	30032	8	5
	7	30046	8	5
	8	30022	8	5
	9	30007	8	5
	10	30008	8	5
	11	30006	8	5
	12	30047	8	5
	13	30051	8	5
	14	30016	8	5
	15	30015	8	5
	16	30009	8	5
	17	30039	8	5
	18	30048	8	5
	19	30014	8	5
	20	30050	8	5
}				
Group	Caja_Tesoro_Dorada+			
{				
	Vnum	50012		
	1	30070	8	5
	2	30072	8	5
	3	30071	8	5
	4	30073	8	5
	5	30075	8	5
	6	30074	8	5
	7	30081	8	5
	8	30082	8	5
	9	30076	8	5
	10	30078	8	5
	11	30077	8	5
	12	30080	8	5
	13	30079	8	5
	14	30087	8	5
	15	30086	8	5
	16	30083	8	5
	17	30085	8	5
	18	30088	8	5
	19	30089	8	5
	20	30090	8	5
}				
Group	Cofre_Materiales_Bajos
{
	Vnum	50037
	1	30005	2	10
	2	30008	2	10
	3	30009	2	10
	4	30014	2	10
	5	30015	2	10
	6	30016	2	10
	7	30019	2	10
	8	30039	2	10
	9	30040	2	10
	10	30042	2	10
	11	30048	2	10
	12	30049	2	10
	13	30051	2	10
	14	30056	2	10
	15	30057	2	10
	16	30059	2	10
	17	30060	2	10
	18	30061	2	10
	19	30077	2	10
	20	30078	2	10
	21	30079	2	10
	22	30080	2	10
	23	30082	2	10
	24	30083	2	10
	25	30085	2	10
	26	30086	2	10
	27	30087	2	10
	28	30088	2	10
	29	30089	2	10
	30	30090	2	10
	31	30091	2	10
	32	27992	1	1
	33	27993	1	1
	34	27994	1	1
	35	30055	2	10
	36	30192	2	10
	37	30050	2	10
	38	30022	2	10
	39	30006	2	10
}
Group	Cofre_Materiales_Cape
{
	Vnum	50254		
	1	25041	1	1
	2	27992	1	1
	3	27993	1	1
	4	27994	1	1
	5	70102	1	1
	6	50513	1	1
	7	27992	2	1
	8	30193	2	10
	9	39002	1	1
	10	70048	1	1
	11  41003	1	1
	12	41004	1	1
	13	30500	1	10
	14	30501	1	10
	15	30502	1	10
	16	30503	1	10
	17	30504	1	10
	18	30505	1	10
	19	30506	1	10
	20	30507	1	10
	21	30508	1	10
	22	30509	1	10
	23	30510	1	10
	24	30511	1	10
	25	30512	1	10
	26	30513	1	10
	27	30514	1	10
	28	30515	1	10
	29	30516	1	10
	30	30517	1	10
	31	30518	1	10
	32	30519	1	10
	33	30520	1	10
	34	30521	1	10
	35	30522	1	10
	36	30523	1	10
	37	16205	1	10
	38	16206	1	10
	39	16207	1	10
	40	17205	1	10
	41	17206	1	10
	42	17207	1	10
	43	14205	1	10
	44	14206	1	10
	45	14207	1	10
	46	30610	1	10
	47	30616	1	10
	48	30617	1	10
	49	30618	1	10
	50	30601	1	10
	51	30614	1	10
}
Group	Cofre_Armas_Armaduras
{
	Vnum	50186
	1	170	1	16	30
	2	250	1	16	30
	3	1120	1	16	30
	4	2180	1	16	30
	5	3150	1	16	30
	6	7150	1	16	30
	7	11290	1	31	30
	8	11291	1	15	30
	9	11490	1	31	30
	10	11491	1	15	30
	11	11690	1	31	30
	12	11691	1	15	30
	13	11890	1	31	30
	14	11891	1	15	30
	15	152	1	22	30
	16	153	1	16	30
	17	5092	1	22	30
	18	5093	1	16	30
	19	142	1	22	30
	20	143	1	16	30
	21	3132	1	22	30
	22	3133	1	16	30
	23	1102	1	22	30
	24	1103	1	16	30
	25	7132	1	22	30
	26	7133	1	16	30
	27	2142	1	22	30
	28	2143	1	16	30
	29	11682	1	19	30
	30	11683	1	28	30
	31	11684	1	10	30
	32	11882	1	19	30
	33	11883	1	28	30
	34	11884	1	10	30
	35	11482	1	19	30
	36	11483	1	28	30
	37	11484	1	10	30
	38	11282	1	19	30
	39	11283	1	28	30
	40	11284	1	10	30
	41	180	1	4	30
	42	190	1	4	30
	43	1130	1	4	30
	44	2170	1	4	30
	45	3160	1	4	30
	46	5120	1	4	30
}
Group	Cofre_ArmasLV65
{
	Vnum	50034
	1	140	1	80
	2	3130	1	80
	3	2140	1	80
	4	1100	1	80
	5	5100	1	80
	6	7140	1	80
}
Group	Cofre_TrajesFemeninos
{
	Vnum	71160
	1	41048	1	2
	2	41046	1	2
	3	41044	1	2
	4	41042	1	2
	5	41040	1	2
	6	41038	1	2
	7	41036	1	2
	8	41034	1	2
	9	41032	1	2
	10	41078	1	2
	11	41010	1	2
	12	41006	1	2
	13	41541	1	1
	14	41324	1	1
	15	41004	1	1
	16	45148	1	2
	17	45161	1	2
	18	41106	1	2
	19	41108	1	2
	20	41110	1	2
	21	41114	1	2
	22	41054	1	2
	23	41050	1	2
	24	41052	1	2
}
Group	Cofre_TrajesMasculinos
{
	Vnum	71159
	1	41047	1	2
	2	41009	1	2
	3	41077	1	2
	4	41031	1	2
	5	41033	1	2
	6	41035	1	2
	7	41037	1	2
	8	41039	1	2
	9	41041	1	2
	10	41043	1	2
	11	41045	1	2
	12	41047	1	2
	13	41325	1	1
	14	45147	1	2
	15	45160	1	2
	16	41105	1	2
	17	41113	1	2
	18	41111	1	2
	19	41109	1	2
	20	41107	1	2
	21	41049	1	2
	22	41053	1	2
	23	41051	1	2
	24	41003	1	1	
}
Group	°­·ÂÇÑ¿ëÈ¥¿ø¼®_Èñ±Í-Àü¼³			
{				
	Vnum	51632		
	1	112000	1	972
	2	112010	1	3240
	3	112020	1	1080
	4	112030	1	54
	5	112040	1	54
	6	112100	1	3240
	7	112110	1	10800
	8	112120	1	3600
	9	112130	1	180
	10	112140	1	180
	11	112200	1	1080
	12	112210	1	3600
	13	112220	1	1200
	14	112230	1	60
	15	112240	1	60
	16	112300	1	54
	17	112310	1	180
	18	112320	1	60
	19	112330	1	3
	20	112340	1	3
	21	112400	1	54
	22	112410	1	180
	23	112420	1	60
	24	112430	1	3
	25	112440	1	3
	26	113000	1	1944
	27	113010	1	6480
	28	113020	1	2160
	29	113030	1	108
	30	113040	1	108
	31	113100	1	6480
	32	113110	1	21600
	33	113120	1	7200
	34	113130	1	360
	35	113140	1	360
	36	113200	1	2160
	37	113210	1	7200
	38	113220	1	2400
	39	113230	1	120
	40	113240	1	120
	41	113300	1	108
	42	113310	1	360
	43	113320	1	120
	44	113330	1	6
	45	113340	1	6
	46	113400	1	108
	47	113410	1	360
	48	113420	1	120
	49	113430	1	6
	50	113440	1	6
	51	114000	1	324
	52	114010	1	1080
	53	114020	1	360
	54	114030	1	18
	55	114040	1	18
	56	114100	1	1080
	57	114110	1	3600
	58	114120	1	1200
	59	114130	1	60
	60	114140	1	60
	61	114200	1	360
	62	114210	1	1200
	63	114220	1	400
	64	114230	1	20
	65	114240	1	20
	71	189	1	18
	72	189	1	60
	73	189	1	20
	74	189	1	1
	75	189	1	1
	76	122000	1	972
	77	122010	1	3240
	78	122020	1	1080
	79	122030	1	54
	80	122040	1	54
	81	122100	1	3240
	82	122110	1	10800
	83	122120	1	3600
	84	122130	1	180
	85	122140	1	180
	86	122200	1	1080
	87	122210	1	3600
	88	122220	1	1200
	89	122230	1	60
	90	122240	1	60
	91	122300	1	54
	92	122310	1	180
	93	122320	1	60
	94	122330	1	3
	95	122340	1	3
	96	122400	1	54
	97	122410	1	180
	98	122420	1	60
	99	122430	1	3
	100	122440	1	3
	101	123000	1	1944
	102	123010	1	6480
	103	123020	1	2160
	104	123030	1	108
	105	123040	1	108
	106	123100	1	6480
	107	123110	1	21600
	108	123120	1	7200
	109	123130	1	360
	110	123140	1	360
	111	123200	1	2160
	112	123210	1	7200
	113	123220	1	2400
	114	123230	1	120
	115	123240	1	120
	116	123300	1	108
	117	123310	1	360
	118	123320	1	120
	119	123330	1	6
	120	123340	1	6
	121	123400	1	108
	122	123410	1	360
	123	123420	1	120
	124	123430	1	6
	125	123440	1	6
	126	124000	1	324
	127	124010	1	1080
	128	124020	1	360
	129	124030	1	18
	130	124040	1	18
	131	124100	1	1080
	132	124110	1	3600
	133	124120	1	1200
	134	124130	1	60
	135	124140	1	60
	136	124200	1	360
	137	124210	1	1200
	138	124220	1	400
	139	124230	1	20
	140	124240	1	20
	146	189	1	18
	147	189	1	60
	148	189	1	20
	149	189	1	1
	150	189	1	1
	151	132000	1	972
	152	132010	1	3240
	153	132020	1	1080
	154	132030	1	54
	155	132040	1	54
	156	132100	1	3240
	157	132110	1	10800
	158	132120	1	3600
	159	132130	1	180
	160	132140	1	180
	161	132200	1	1080
	162	132210	1	3600
	163	132220	1	1200
	164	132230	1	60
	165	132240	1	60
	166	132300	1	54
	167	132310	1	180
	168	132320	1	60
	169	132330	1	3
	170	132340	1	3
	171	132400	1	54
	172	132410	1	180
	173	132420	1	60
	174	132430	1	3
	175	132440	1	3
	176	133000	1	1944
	177	133010	1	6480
	178	133020	1	2160
	179	133030	1	108
	180	133040	1	108
	181	133100	1	6480
	182	133110	1	21600
	183	133120	1	7200
	184	133130	1	360
	185	133140	1	360
	186	133200	1	2160
	187	133210	1	7200
	188	133220	1	2400
	189	133230	1	120
	190	133240	1	120
	191	133300	1	108
	192	133310	1	360
	193	133320	1	120
	194	133330	1	6
	195	133340	1	6
	196	133400	1	108
	197	133410	1	360
	198	133420	1	120
	199	133430	1	6
	200	133440	1	6
	201	134000	1	324
	202	134010	1	1080
	203	134020	1	360
	204	134030	1	18
	205	134040	1	18
	206	134100	1	1080
	207	134110	1	3600
	208	134120	1	1200
	209	134130	1	60
	210	134140	1	60
	211	134200	1	360
	212	134210	1	1200
	213	134220	1	400
	214	134230	1	20
	215	134240	1	20
	221	189	1	18
	222	189	1	60
	223	189	1	20
	224	189	1	1
	225	189	1	1
	226	142000	1	972
	227	142010	1	3240
	228	142020	1	1080
	229	142030	1	54
	230	142040	1	54
	231	142100	1	3240
	232	142110	1	10800
	233	142120	1	3600
	234	142130	1	180
	235	142140	1	180
	236	142200	1	1080
	237	142210	1	3600
	238	142220	1	1200
	239	142230	1	60
	240	142240	1	60
	241	142300	1	54
	242	142310	1	180
	243	142320	1	60
	244	142330	1	3
	245	142340	1	3
	246	142400	1	54
	247	142410	1	180
	248	142420	1	60
	249	142430	1	3
	250	142440	1	3
	251	143000	1	1944
	252	143010	1	6480
	253	143020	1	2160
	254	143030	1	108
	255	143040	1	108
	256	143100	1	6480
	257	143110	1	21600
	258	143120	1	7200
	259	143130	1	360
	260	143140	1	360
	261	143200	1	2160
	262	143210	1	7200
	263	143220	1	2400
	264	143230	1	120
	265	143240	1	120
	266	143300	1	108
	267	143310	1	360
	268	143320	1	120
	269	143330	1	6
	270	143340	1	6
	271	143400	1	108
	272	143410	1	360
	273	143420	1	120
	274	143430	1	6
	275	143440	1	6
	276	144000	1	324
	277	144010	1	1080
	278	144020	1	360
	279	144030	1	18
	280	144040	1	18
	281	144100	1	1080
	282	144110	1	3600
	283	144120	1	1200
	284	144130	1	60
	285	144140	1	60
	286	144200	1	360
	287	144210	1	1200
	288	144220	1	400
	289	144230	1	20
	290	144240	1	20
	296	189	1	18
	297	189	1	60
	298	189	1	20
	299	189	1	1
	300	189	1	1
	301	152000	1	972
	302	152010	1	3240
	303	152020	1	1080
	304	152030	1	54
	305	152040	1	54
	306	152100	1	3240
	307	152110	1	10800
	308	152120	1	3600
